TIME_INTERVAL,RESOURCE_NAME,AP_FLAG,SEC_FLAG,PSM_FLAG,DIPC_PRICE,RTD_PRICE,ADMIN_PRICE,SEC_PRICE,PSM_PRICE,
8/26/2024 8:10:00 AM,01ACNPC_G01,N,N,N,2016.8307,2016.8307,3862.8591,2016.8307,2016.8307,
8/26/2024 8:10:00 AM,01AEC_L01,N,N,N,2017.0340,2017.0340,3925.7146,2017.0340,2017.0340,
8/26/2024 8:10:00 AM,01AMBUK_SS,N,N,N,2028.8224,2028.8224,3925.7146,2028.8224,2028.8224,
8/26/2024 8:10:00 AM,01AMBUK_T1L1,N,N,N,2028.8224,2028.8224,3925.7146,2028.8224,2028.8224,
8/26/2024 8:10:00 AM,01AMBUK_U01,N,N,N,2028.8224,2028.8224,3890.3654,2028.8224,2028.8224,
8/26/2024 8:10:00 AM,01AMBUK_U02,N,N,N,2028.8224,2028.8224,3563.8249,2028.8224,2028.8224,
8/26/2024 8:10:00 AM,01AMBUK_U03,N,N,N,2028.8224,2028.8224,3888.87,2028.8224,2028.8224,
8/26/2024 8:10:00 AM,01AMPHAW_G01,N,N,N,2026.5866,2026.5866,3827.4686,2026.5866,2026.5866,
8/26/2024 8:10:00 AM,01ANDA_G01,N,N,N,2017.0340,2017.0340,3847.9046,2017.0340,2017.0340,
8/26/2024 8:10:00 AM,01ANGAT_A,N,N,N,2026.1801,2026.1801,3908.8215,2026.1801,2026.1801,
8/26/2024 8:10:00 AM,01ANGAT_M,N,N,N,2027.1964,2027.1964,3898.5849,2027.1964,2027.1964,
8/26/2024 8:10:00 AM,01ANGAT_SS,N,N,N,2027.1964,2027.1964,3925.7146,2027.1964,2027.1964,
8/26/2024 8:10:00 AM,01ANGAT_T5L1,N,N,N,2032.4808,2032.4808,3925.7146,2032.4808,2032.4808,
8/26/2024 8:10:00 AM,01APEC_G01,N,N,N,2017.0340,2017.0340,3843.5759,2017.0340,2017.0340,
8/26/2024 8:10:00 AM,01ARAYSOL_G01,N,N,N,2017.0340,2017.0340,3996.2206,2017.0340,2017.0340,
8/26/2024 8:10:00 AM,01ARAYSOL_G02,N,N,N,2017.0340,2017.0340,4014.0177,2017.0340,2017.0340,
8/26/2024 8:10:00 AM,01ARMSOL_G01,N,N,N,2016.8307,2016.8307,4027.8175,2016.8307,2016.8307,
8/26/2024 8:10:00 AM,01BAKSIP_G01,N,N,N,2026.5866,2026.5866,3893.8316,2026.5866,2026.5866,
8/26/2024 8:10:00 AM,01BAKUN_G01,N,N,N,2005.6521,2005.6521,3774.1824,2005.6521,2005.6521,
8/26/2024 8:10:00 AM,01BAKUN_SS,N,N,N,2005.6521,2005.6521,3925.7146,2005.6521,2005.6521,
8/26/2024 8:10:00 AM,01BALNEO_L01,N,N,N,2001.1806,2001.1806,3925.7146,2001.1806,2001.1806,
8/26/2024 8:10:00 AM,01BALNEO_L02,N,N,N,2001.1806,2001.1806,3925.7146,2001.1806,2001.1806,
8/26/2024 8:10:00 AM,01BALNEO_SS,N,N,N,1998.1319,1998.1319,3925.7146,1998.1319,1998.1319,
8/26/2024 8:10:00 AM,01BALSIK_SS,N,N,N,1980.8558,1980.8558,3925.7146,1980.8558,1980.8558,
8/26/2024 8:10:00 AM,01BALWIND_G01,N,N,N,1978.2136,1978.2136,4371.4510,1978.2136,1978.2136,
8/26/2024 8:10:00 AM,01BANTAY_SS,N,N,N,2016.8307,2016.8307,3925.7146,2016.8307,2016.8307,
8/26/2024 8:10:00 AM,01BATAAN_SS,N,N,N,1939.3932,1939.3932,3925.7146,1939.3932,1939.3932,
8/26/2024 8:10:00 AM,01BAUANG_GS1,N,N,N,2017.2372,2017.2372,3844.3348,2017.2372,2017.2372,
8/26/2024 8:10:00 AM,01BAUANG_GS2,N,N,N,2017.2372,2017.2372,3844.4298,2017.2372,2017.2372,
8/26/2024 8:10:00 AM,01BAUANG_GS3,N,N,N,2017.2372,2017.2372,3844.4298,2017.2372,2017.2372,
8/26/2024 8:10:00 AM,01BAUANG_SS,N,N,N,2019.8795,2019.8795,3925.7146,2019.8795,2019.8795,
8/26/2024 8:10:00 AM,01BAUAN_T1L1,N,N,N,2020.0827,2020.0827,3925.7146,2020.0827,2020.0827,
8/26/2024 8:10:00 AM,01BAUAN_T1L2,N,N,N,2020.0827,2020.0827,3925.7146,2020.0827,2020.0827,
8/26/2024 8:10:00 AM,01BAUAN_T1L3,N,N,N,2020.0827,2020.0827,3925.7146,2020.0827,2020.0827,
8/26/2024 8:10:00 AM,01BAUAN_T2L1,N,N,N,2020.0827,2020.0827,3925.7146,2020.0827,2020.0827,
8/26/2024 8:10:00 AM,01BAUAN_T2L2,N,N,N,2020.0827,2020.0827,3925.7146,2020.0827,2020.0827,
8/26/2024 8:10:00 AM,01BCNOT_SS,N,N,N,2020.2860,2020.2860,3925.7146,2020.2860,2020.2860,
8/26/2024 8:10:00 AM,01BCNOT_T1L1,N,N,N,2020.2860,2020.2860,3925.7146,2020.2860,2020.2860,
