TIME_INTERVAL,RESOURCE_NAME,AP_FLAG,SEC_FLAG,PSM_FLAG,DIPC_PRICE,RTD_PRICE,ADMIN_PRICE,SEC_PRICE,PSM_PRICE,
9/4/2024 11:00:00 PM,01ACNPC_G01,N,N,N,1902.1723,1902.1723,4539.6963,1902.1723,1902.1723,
9/4/2024 11:00:00 PM,01AEC_L01,N,N,N,1899.8785,1899.8785,4449.5447,1899.8785,1899.8785,
9/4/2024 11:00:00 PM,01AMBUK_SS,N,N,N,1867.1912,1867.1912,4449.5447,1867.1912,1867.1912,
9/4/2024 11:00:00 PM,01AMBUK_T1L1,N,N,N,1867.1912,1867.1912,4449.5447,1867.1912,1867.1912,
9/4/2024 11:00:00 PM,01AMBUK_U01,N,N,N,1866.6177,1866.6177,4724.9104,1866.6177,1866.6177,
9/4/2024 11:00:00 PM,01AMBUK_U02,N,N,N,1866.6177,1866.6177,4446.9537,1866.6177,1866.6177,
9/4/2024 11:00:00 PM,01AMBUK_U03,N,N,N,1867,1867,4554.0016,1867,1867,
9/4/2024 11:00:00 PM,01AMPHAW_G01,N,N,N,1870.2496,1870.2496,5029.2523,1870.2496,1870.2496,
9/4/2024 11:00:00 PM,01ANDA_G01,N,N,N,1899.8785,1899.8785,4738.9075,1899.8785,1899.8785,
9/4/2024 11:00:00 PM,01ANGAT_A,N,N,N,1892.4235,1892.4235,4533.7227,1892.4235,1892.4235,
9/4/2024 11:00:00 PM,01ANGAT_M,N,N,N,1893.5704,1893.5704,3058.1899,1893.5704,1893.5704,
9/4/2024 11:00:00 PM,01ANGAT_SS,N,N,N,1893.5704,1893.5704,4449.5447,1893.5704,1893.5704,
9/4/2024 11:00:00 PM,01ANGAT_T5L1,N,N,N,1911.5389,1911.5389,4449.5447,1911.5389,1911.5389,
9/4/2024 11:00:00 PM,01APEC_G01,N,N,N,1899.8785,1899.8785,4987.0850,1899.8785,1899.8785,
9/4/2024 11:00:00 PM,01ARAYSOL_G01,N,N,N,1899.8785,1899.8785,4545.3444,1899.8785,1899.8785,
9/4/2024 11:00:00 PM,01ARAYSOL_G02,N,N,N,1899.8785,1899.8785,4545.3444,1899.8785,1899.8785,
9/4/2024 11:00:00 PM,01ARMSOL_G01,N,N,N,1902.1723,1902.1723,4549.0607,1902.1723,1902.1723,
9/4/2024 11:00:00 PM,01BAKSIP_G01,N,N,N,1870.2496,1870.2496,4535.2949,1870.2496,1870.2496,
