TIME_INTERVAL,RESOURCE_NAME,AP_FLAG,SEC_FLAG,PSM_FLAG,DIPC_PRICE,RTD_PRICE,ADMIN_PRICE,SEC_PRICE,PSM_PRICE,
1/14/2025 4:45:00 AM,01ACNPC_G01,N,N,N,1243.4356,1243.4356,1789.6156,1243.4356,1243.4356,
1/14/2025 4:45:00 AM,01AEC_L01,N,N,N,1242.9448,1242.9448,2086.4078,1242.9448,1242.9448,
1/14/2025 4:45:00 AM,01AMBUK_SS,N,N,N,1237.9141,1237.9141,2086.4078,1237.9141,1237.9141,
1/14/2025 4:45:00 AM,01AMBUK_T1L1,N,N,N,1237.9141,1237.9141,2086.4078,1237.9141,1237.9141,
1/14/2025 4:45:00 AM,01AMBUK_U01,N,N,N,1237.9141,1237.9141,2847.3345,1237.9141,1237.9141,
1/14/2025 4:45:00 AM,01AMBUK_U02,N,N,N,1237.9141,1237.9141,2773.7087,1237.9141,1237.9141,
1/14/2025 4:45:00 AM,01AMBUK_U03,N,N,N,1237.9141,1237.9141,2393.0527,1237.9141,1237.9141,
1/14/2025 4:45:00 AM,01AMPHAW_G01,N,N,N,1239.0184,1239.0184,2083.0348,1239.0184,1239.0184,
1/14/2025 4:45:00 AM,01ANDA_G01,N,N,N,1242.9448,1242.9448,3500,1242.9448,1242.9448,
1/14/2025 4:45:00 AM,01ANGAT_A,N,N,N,1222.9448,1222.9448,2048.0255,1222.9448,1222.9448,
1/14/2025 4:45:00 AM,01ANGAT_M,N,N,N,1222.5767,1222.5767,899.2269,1222.5767,1222.5767,
1/14/2025 4:45:00 AM,01ANGAT_SS,N,N,N,1225.2761,1225.2761,2086.4078,1225.2761,1225.2761,
1/14/2025 4:45:00 AM,01ANGAT_T5L1,N,N,N,1226.9939,1226.9939,2086.4078,1226.9939,1226.9939,
1/14/2025 4:45:00 AM,01APEC_G01,N,N,N,1242.9448,1242.9448,1779.2446,1242.9448,1242.9448,
1/14/2025 4:45:00 AM,01ARAYSOL_G01,N,N,N,1242.9448,1242.9448,2058.8791,1242.9448,1242.9448,
1/14/2025 4:45:00 AM,01ARAYSOL_G02,N,N,N,1242.9448,1242.9448,2058.8791,1242.9448,1242.9448,
1/14/2025 4:45:00 AM,01ARESOL_G01,N,N,N,1243.3129,1243.3129,2059.3320,1243.3129,1243.3129,
1/14/2025 4:45:00 AM,01ARMSOL_G01,N,N,N,1243.4356,1243.4356,2059.8934,1243.4356,1243.4356,
1/14/2025 4:45:00 AM,01BAKSIP_G01,N,N,N,1239.0184,1239.0184,2141.5365,1239.0184,1239.0184,
1/14/2025 4:45:00 AM,01BAKUN_G01,N,N,N,1225.1534,1225.1534,2150.7393,1225.1534,1225.1534,
1/14/2025 4:45:00 AM,01BAKUN_SS,N,N,N,1225.1534,1225.1534,2086.4078,1225.1534,1225.1534,
1/14/2025 4:45:00 AM,01BALNEO_L01,N,N,N,1227.9755,1227.9755,2086.4078,1227.9755,1227.9755,
1/14/2025 4:45:00 AM,01BALNEO_L02,N,N,N,1227.9755,1227.9755,2086.4078,1227.9755,1227.9755,
1/14/2025 4:45:00 AM,01BALNEO_SS,N,N,N,1225.8896,1225.8896,2086.4078,1225.8896,1225.8896,
1/14/2025 4:45:00 AM,01BALSIK_SS,N,N,N,1218.0368,1218.0368,2086.4078,1218.0368,1218.0368,
1/14/2025 4:45:00 AM,01BALWIND_G01,N,N,N,1185.3988,1185.3988,2341.3952,1185.3988,1185.3988,
1/14/2025 4:45:00 AM,01BANTAY_SS,N,N,N,1222.2086,1222.2086,2086.4078,1222.2086,1222.2086,
1/14/2025 4:45:00 AM,01BATAAN_SS,N,N,N,1202.8221,1202.8221,2086.4078,1202.8221,1202.8221,
1/14/2025 4:45:00 AM,01BAUANG_GS1,N,N,N,1232.8834,1232.8834,2042.2128,1232.8834,1232.8834,
1/14/2025 4:45:00 AM,01BAUANG_GS2,N,N,N,1232.8834,1232.8834,2042.2128,1232.8834,1232.8834,
1/14/2025 4:45:00 AM,01BAUANG_GS3,N,N,N,1232.8834,1232.8834,2042.2128,1232.8834,1232.8834,
1/14/2025 4:45:00 AM,01BAUANG_SS,N,N,N,1233.8650,1233.8650,2086.4078,1233.8650,1233.8650,
1/14/2025 4:45:00 AM,01BAUAN_T1L1,N,N,N,1233.8650,1233.8650,2086.4078,1233.8650,1233.8650,
1/14/2025 4:45:00 AM,01BAUAN_T1L2,N,N,N,1233.8650,1233.8650,2086.4078,1233.8650,1233.8650,
1/14/2025 4:45:00 AM,01BAUAN_T1L3,N,N,N,1233.8650,1233.8650,2086.4078,1233.8650,1233.8650,
1/14/2025 4:45:00 AM,01BAUAN_T2L1,N,N,N,1233.8650,1233.8650,2086.4078,1233.8650,1233.8650,
1/14/2025 4:45:00 AM,01BAUAN_T2L2,N,N,N,1233.8650,1233.8650,2086.4078,1233.8650,1233.8650,
1/14/2025 4:45:00 AM,01BCNOT_SS,N,N,N,1231.5337,1231.5337,2086.4078,1231.5337,1231.5337,
1/14/2025 4:45:00 AM,01BCNOT_T1L1,N,N,N,1231.5337,1231.5337,2086.4078,1231.5337,1231.5337,
1/14/2025 4:45:00 AM,01BCNOT_T1L2,N,N,N,1231.5337,1231.5337,2086.4078,1231.5337,1231.5337,
1/14/2025 4:45:00 AM,01BINENG_G01,N,N,N,1239.0184,1239.0184,2052.6637,1239.0184,1239.0184,
1/14/2025 4:45:00 AM,01BINGA_SS,N,N,N,1237.0552,1237.0552,2086.4078,1237.0552,1237.0552,
1/14/2025 4:45:00 AM,01BINGA_T1L1,N,N,N,1237.1779,1237.1779,2086.4078,1237.1779,1237.1779,
1/14/2025 4:45:00 AM,01BINGA_U01,N,N,N,1237.0552,1237.0552,995.5778,1237.0552,1237.0552,
1/14/2025 4:45:00 AM,01BINGA_U02,N,N,N,1237.0552,1237.0552,2216.0495,1237.0552,1237.0552,
1/14/2025 4:45:00 AM,01BINGA_U03,N,N,N,1237.0552,1237.0552,1847.1758,1237.0552,1237.0552,
1/14/2025 4:45:00 AM,01BINGA_U04,N,N,N,1237.0552,1237.0552,1905.7109,1237.0552,1237.0552,
1/14/2025 4:45:00 AM,01BNTAY_T1L1,N,N,N,1222.2086,1222.2086,2086.4078,1222.2086,1222.2086,
1/14/2025 4:45:00 AM,01BNTAY_T1L2,N,N,N,1222.2086,1222.2086,2086.4078,1222.2086,1222.2086,
1/14/2025 4:45:00 AM,01BNTAY_T1L3,N,N,N,1222.2086,1222.2086,2086.4078,1222.2086,1222.2086,
1/14/2025 4:45:00 AM,01BONGSOL_G01,N,N,N,1253.4969,1253.4969,2074.2783,1253.4969,1253.4969,
1/14/2025 4:45:00 AM,01BOSUNG_G01,N,N,N,1192.5153,1192.5153,1977.9502,1192.5153,1192.5153,
1/14/2025 4:45:00 AM,01BOTOLAN_SS,N,N,N,1225.3988,1225.3988,2086.4078,1225.3988,1225.3988,
1/14/2025 4:45:00 AM,01BOTOL_T1L1,N,N,N,1226.8712,1226.8712,2086.4078,1226.8712,1226.8712,
1/14/2025 4:45:00 AM,01BOTOL_T1L2,N,N,N,1226.8712,1226.8712,2086.4078,1226.8712,1226.8712,
1/14/2025 4:45:00 AM,01BPC_T1L1,N,N,N,1202.8221,1202.8221,2086.4078,1202.8221,1202.8221,
1/14/2025 4:45:00 AM,01BPC_T2L2,N,N,N,1202.8221,1202.8221,2086.4078,1202.8221,1202.8221,
1/14/2025 4:45:00 AM,01BPPC_SS,N,N,N,1232.8834,1232.8834,2086.4078,1232.8834,1232.8834,
1/14/2025 4:45:00 AM,01BT2020_G01,N,N,N,1216.9325,1216.9325,2004.8704,1216.9325,1216.9325,
1/14/2025 4:45:00 AM,01BT2020_G02,N,N,N,1216.9325,1216.9325,2004.8704,1216.9325,1216.9325,
1/14/2025 4:45:00 AM,01BTNSOL_G01,N,N,N,1203.1902,1203.1902,1968.7491,1203.1902,1203.1902,
1/14/2025 4:45:00 AM,01BTPP_T3L1,N,N,N,1203.1902,1203.1902,2086.4078,1203.1902,1203.1902,
1/14/2025 4:45:00 AM,01BTPP_T3L2,N,N,N,1203.1902,1203.1902,2086.4078,1203.1902,1203.1902,
1/14/2025 4:45:00 AM,01BTPP_T3L3,N,N,N,1203.1902,1203.1902,2086.4078,1203.1902,1203.1902,
1/14/2025 4:45:00 AM,01BTPP_T3L4,N,N,N,1203.1902,1203.1902,2086.4078,1203.1902,1203.1902,
1/14/2025 4:45:00 AM,01BTPP_T3L5,N,N,N,1203.1902,1203.1902,2086.4078,1203.1902,1203.1902,
1/14/2025 4:45:00 AM,01BTPP_T4L1,N,N,N,1226.9939,1226.9939,2086.4078,1226.9939,1226.9939,
1/14/2025 4:45:00 AM,01BTSOLEN_BAT,N,N,N,1203.1902,1203.1902,1968.7491,1203.1902,1203.1902,
1/14/2025 4:45:00 AM,01BTSOLEN_G01,N,N,N,1203.1902,1203.1902,1968.7491,1203.1902,1203.1902,
1/14/2025 4:45:00 AM,01BULSOL_G01,N,N,N,1247.6074,1247.6074,2068.3215,1247.6074,1247.6074,
1/14/2025 4:45:00 AM,01BURGOS_G01,N,N,N,1157.5460,1157.5460,1868.8977,1157.5460,1157.5460,
1/14/2025 4:45:00 AM,01BURGOS_G02,N,N,N,1192.5153,1192.5153,1977.9502,1192.5153,1192.5153,
1/14/2025 4:45:00 AM,01BURGOS_G03,N,N,N,1192.5153,1192.5153,1977.9502,1192.5153,1192.5153,
1/14/2025 4:45:00 AM,01BURGOS_SS,N,N,N,1158.5276,1158.5276,2086.4078,1158.5276,1158.5276,
1/14/2025 4:45:00 AM,01BUTAO_G01,N,N,N,1231.9018,1231.9018,2046.1075,1231.9018,1231.9018,
1/14/2025 4:45:00 AM,01BYOMB_DID,N,N,N,1243.6810,1243.6810,2086.4078,1243.6810,1243.6810,
1/14/2025 4:45:00 AM,01BYOMB_SS,N,N,N,1243.5583,1243.5583,2086.4078,1243.5583,1243.5583,
1/14/2025 4:45:00 AM,01BYOMB_T1L1,N,N,N,1244.2945,1244.2945,2086.4078,1244.2945,1244.2945,
1/14/2025 4:45:00 AM,01BYOMB_T1L2,N,N,N,1243.6810,1243.6810,2086.4078,1243.6810,1243.6810,
1/14/2025 4:45:00 AM,01BYOMB_T1L3,N,N,N,1244.2945,1244.2945,2086.4078,1244.2945,1244.2945,
1/14/2025 4:45:00 AM,01CABSOL_G01,N,N,N,1253.1288,1253.1288,2073.8171,1253.1288,1253.1288,
1/14/2025 4:45:00 AM,01CAGBIO_G01,N,N,N,1259.5092,1259.5092,2118.7513,1259.5092,1259.5092,
1/14/2025 4:45:00 AM,01CAGYSOL_G01,N,N,N,1273.1288,1273.1288,2142.1629,1273.1288,1273.1288,
1/14/2025 4:45:00 AM,01CALIBUNK_G01,N,N,N,1242.9448,1242.9448,2058.8791,1242.9448,1242.9448,
1/14/2025 4:45:00 AM,01CAPRIS_G01,N,N,N,1123.8037,1123.8037,1934.3659,1123.8037,1123.8037,
1/14/2025 4:45:00 AM,01CAPRIS_G02,N,N,N,1123.9264,1123.9264,1890.1904,1123.9264,1123.9264,
1/14/2025 4:45:00 AM,01CASECN_G01,N,N,N,1231.2883,1231.2883,3423.9791,1231.2883,1231.2883,
1/14/2025 4:45:00 AM,01CASECN_SS,N,N,N,1231.2883,1231.2883,2086.4078,1231.2883,1231.2883,
1/14/2025 4:45:00 AM,01CAYBSOL_G01,N,N,N,1217.9141,1217.9141,2016.0691,1217.9141,1217.9141,
1/14/2025 4:45:00 AM,01CBNTU_SS,N,N,N,1253.7423,1253.7423,2086.4078,1253.7423,1253.7423,
1/14/2025 4:45:00 AM,01CBNTU_T1L1,N,N,N,1253.4969,1253.4969,2086.4078,1253.4969,1253.4969,
1/14/2025 4:45:00 AM,01CBNTU_T1L3,N,N,N,1253.4969,1253.4969,2086.4078,1253.4969,1253.4969,
1/14/2025 4:45:00 AM,01CBNTU_T2L1,N,N,N,1253.4969,1253.4969,2086.4078,1253.4969,1253.4969,
1/14/2025 4:45:00 AM,01CBNTU_T2L2,N,N,N,1253.1288,1253.1288,2086.4078,1253.1288,1253.1288,
1/14/2025 4:45:00 AM,01CBN_CELCOR,N,N,N,1253.1288,1253.1288,2086.4078,1253.1288,1253.1288,
1/14/2025 4:45:00 AM,01CBN_CELCOR2,N,N,N,1253.4969,1253.4969,2086.4078,1253.4969,1253.4969,
1/14/2025 4:45:00 AM,01CIP2_G01,N,N,N,1231.5337,1231.5337,2040.4430,1231.5337,1231.5337,
1/14/2025 4:45:00 AM,01CLARK_L01,N,N,N,1244.6626,1244.6626,2086.4078,1244.6626,1244.6626,
1/14/2025 4:45:00 AM,01CLARK_L02,N,N,N,1226.9939,1226.9939,2086.4078,1226.9939,1226.9939,
1/14/2025 4:45:00 AM,01CLARK_L03,N,N,N,1244.6626,1244.6626,2086.4078,1244.6626,1244.6626,
1/14/2025 4:45:00 AM,01CLARK_L04,N,N,N,1244.7853,1244.7853,2086.4078,1244.7853,1244.7853,
1/14/2025 4:45:00 AM,01CLARK_SS,N,N,N,1244.6626,1244.6626,2086.4078,1244.6626,1244.6626,
1/14/2025 4:45:00 AM,01CLARK_T1L1,N,N,N,1244.6626,1244.6626,2086.4078,1244.6626,1244.6626,
1/14/2025 4:45:00 AM,01CLARK_T1L2,N,N,N,1226.9939,1226.9939,2086.4078,1226.9939,1226.9939,
1/14/2025 4:45:00 AM,01CLARK_T2L1,N,N,N,1244.7853,1244.7853,2086.4078,1244.7853,1244.7853,
1/14/2025 4:45:00 AM,01CLASOL_G01,N,N,N,1244.6626,1244.6626,2061.3952,1244.6626,1244.6626,
1/14/2025 4:45:00 AM,01CLEANG_G01,N,N,N,1216.9325,1216.9325,2004.8704,1216.9325,1216.9325,
1/14/2025 4:45:00 AM,01CNCEP_BAT,N,N,N,1243.3129,1243.3129,2059.3320,1243.3129,1243.3129,
1/14/2025 4:45:00 AM,01CNCEP_CAT,N,N,N,1243.3129,1243.3129,2086.4078,1243.3129,1243.3129,
1/14/2025 4:45:00 AM,01CNCEP_DAP2,N,N,N,1243.3129,1243.3129,2086.4078,1243.3129,1243.3129,
1/14/2025 4:45:00 AM,01CNCEP_SS,N,N,N,1243.1902,1243.1902,2086.4078,1243.1902,1243.1902,
1/14/2025 4:45:00 AM,01CNCEP_T1L3,N,N,N,1243.1902,1243.1902,2086.4078,1243.1902,1243.1902,
1/14/2025 4:45:00 AM,01CNCEP_TEI,N,N,N,1243.4356,1243.4356,2086.4078,1243.4356,1243.4356,
1/14/2025 4:45:00 AM,01CN_TRELC1,N,N,N,1243.4356,1243.4356,2086.4078,1243.4356,1243.4356,
