TIME_INTERVAL,RESOURCE_NAME,AP_FLAG,SEC_FLAG,PSM_FLAG,DIPC_PRICE,RTD_PRICE,ADMIN_PRICE,SEC_PRICE,PSM_PRICE,
7/17/2024 6:10:00 PM,01ACNPC_G01,N,N,N,12578.8695,12578.8695,5001.3276,12578.8695,12578.8695,
7/17/2024 6:10:00 PM,01AEC_L01,N,N,N,12572.6761,12572.6761,5223.5307,12572.6761,12572.6761,
7/17/2024 6:10:00 PM,01AMBUK_SS,N,N,N,12490.9227,12490.9227,5223.5307,12490.9227,12490.9227,
7/17/2024 6:10:00 PM,01AMBUK_T1L1,N,N,N,12490.9227,12490.9227,5223.5307,12490.9227,12490.9227,
7/17/2024 6:10:00 PM,01AMBUK_U01,N,N,N,12485.9680,12485.9680,5532.0635,12485.9680,12485.9680,
7/17/2024 6:10:00 PM,01AMBUK_U02,N,N,N,12485.9680,12485.9680,3491.7629,12485.9680,12485.9680,
7/17/2024 6:10:00 PM,01AMBUK_U03,N,N,N,12490.9227,12490.9227,5427.1314,12490.9227,12490.9227,
7/17/2024 6:10:00 PM,01AMPHAW_G01,N,N,N,12510.7417,12510.7417,4925.2992,12510.7417,12510.7417,
7/17/2024 6:10:00 PM,01ANDA_G01,N,N,N,12572.6761,12572.6761,5273.5385,12572.6761,12572.6761,
7/17/2024 6:10:00 PM,01ANGAT_A,N,N,N,12514.4578,12514.4578,4927.81,12514.4578,12514.4578,
7/17/2024 6:10:00 PM,01ANGAT_M,N,N,N,12544.1863,12544.1863,4962.9266,12544.1863,12544.1863,
7/17/2024 6:10:00 PM,01ANGAT_SS,N,N,N,12536.7542,12536.7542,5223.5307,12536.7542,12536.7542,
7/17/2024 6:10:00 PM,01ANGAT_T5L1,N,N,N,12386.8730,12386.8730,5223.5307,12386.8730,12386.8730,
7/17/2024 6:10:00 PM,01APEC_G01,N,N,N,12572.6761,12572.6761,4699.8808,12572.6761,12572.6761,
7/17/2024 6:10:00 PM,01ARAYSOL_G01,N,N,N,12572.6761,12572.6761,5058.7259,12572.6761,12572.6761,
7/17/2024 6:10:00 PM,01ARAYSOL_G02,N,N,N,12572.6761,12572.6761,5046.3949,12572.6761,12572.6761,
7/17/2024 6:10:00 PM,01ARMSOL_G01,N,N,N,12578.8695,12578.8695,4917.9283,12578.8695,12578.8695,
7/17/2024 6:10:00 PM,01BAKSIP_G01,N,N,N,12510.7417,12510.7417,4933.8847,12510.7417,12510.7417,
7/17/2024 6:10:00 PM,01BAKUN_G01,N,N,N,12415.3628,12415.3628,5117.3683,12415.3628,12415.3628,
7/17/2024 6:10:00 PM,01BAKUN_SS,N,N,N,12415.3628,12415.3628,5223.5307,12415.3628,12415.3628,
7/17/2024 6:10:00 PM,01BALNEO_L01,N,N,N,12350.9511,12350.9511,5223.5307,12350.9511,12350.9511,
7/17/2024 6:10:00 PM,01BALNEO_L02,N,N,N,12350.9511,12350.9511,5223.5307,12350.9511,12350.9511,
7/17/2024 6:10:00 PM,01BALNEO_SS,N,N,N,12317.5065,12317.5065,5223.5307,12317.5065,12317.5065,
7/17/2024 6:10:00 PM,01BALSIK_SS,N,N,N,12218.4115,12218.4115,5223.5307,12218.4115,12218.4115,
7/17/2024 6:10:00 PM,01BALWIND_G01,N,N,N,11989.2544,11989.2544,5116.2631,11989.2544,11989.2544,
7/17/2024 6:10:00 PM,01BANTAY_SS,N,N,N,12596.2112,12596.2112,5223.5307,12596.2112,12596.2112,
7/17/2024 6:10:00 PM,01BATAAN_SS,N,N,N,11872.8178,11872.8178,5223.5307,11872.8178,11872.8178,
7/17/2024 6:10:00 PM,01BAUANG_GS1,N,N,N,12446.33,12446.33,4974.6963,12446.33,12446.33,
7/17/2024 6:10:00 PM,01BAUANG_GS2,N,N,N,12446.33,12446.33,4974.7827,12446.33,12446.33,
7/17/2024 6:10:00 PM,01BAUANG_GS3,N,N,N,12446.33,12446.33,4974.7827,12446.33,12446.33,
7/17/2024 6:10:00 PM,01BAUANG_SS,N,N,N,12467.3877,12467.3877,5223.5307,12467.3877,12467.3877,
7/17/2024 6:10:00 PM,01BAUAN_T1L1,N,N,N,12473.5811,12473.5811,5223.5307,12473.5811,12473.5811,
7/17/2024 6:10:00 PM,01BAUAN_T1L2,N,N,N,12473.5811,12473.5811,5223.5307,12473.5811,12473.5811,
7/17/2024 6:10:00 PM,01BAUAN_T1L3,N,N,N,12473.5811,12473.5811,5223.5307,12473.5811,12473.5811,
7/17/2024 6:10:00 PM,01BAUAN_T2L1,N,N,N,12473.5811,12473.5811,5223.5307,12473.5811,12473.5811,
