TIME_INTERVAL,RESOURCE_NAME,AP_FLAG,SEC_FLAG,PSM_FLAG,DIPC_PRICE,RTD_PRICE,ADMIN_PRICE,SEC_PRICE,PSM_PRICE,
7/17/2024 9:55:00 PM,01ACNPC_G01,N,N,N,13966.2941,13966.2941,7269.3929,13966.2941,13966.2941,
7/17/2024 9:55:00 PM,01AEC_L01,N,N,N,13947.1509,13947.1509,7140.2913,13947.1509,13947.1509,
7/17/2024 9:55:00 PM,01AMBUK_SS,N,N,N,13893.8236,13893.8236,7140.2913,13893.8236,13893.8236,
7/17/2024 9:55:00 PM,01AMBUK_T1L1,N,N,N,13893.8236,13893.8236,7140.2913,13893.8236,13893.8236,
7/17/2024 9:55:00 PM,01AMBUK_U01,N,N,N,13859.6394,13859.6394,9393.0242,13859.6394,13859.6394,
7/17/2024 9:55:00 PM,01AMBUK_U02,N,N,N,13859.6394,13859.6394,8760.4856,13859.6394,13859.6394,
7/17/2024 9:55:00 PM,01AMBUK_U03,N,N,N,13893.8236,13893.8236,13976.5497,13893.8236,13893.8236,
7/17/2024 9:55:00 PM,01AMPHAW_G01,N,N,N,13862.3741,13862.3741,7362.0316,13862.3741,13862.3741,
7/17/2024 9:55:00 PM,01ANDA_G01,N,N,N,13947.1509,13947.1509,7880.2196,13947.1509,13947.1509,
7/17/2024 9:55:00 PM,01ANGAT_A,N,N,N,13787.1689,13787.1689,7101.8931,13787.1689,13787.1689,
7/17/2024 9:55:00 PM,01ANGAT_M,N,N,N,13837.7615,13837.7615,7160.9441,13837.7615,13837.7615,
7/17/2024 9:55:00 PM,01ANGAT_SS,N,N,N,13828.1899,13828.1899,7140.2913,13828.1899,13828.1899,
7/17/2024 9:55:00 PM,01ANGAT_T5L1,N,N,N,13673.6774,13673.6774,7140.2913,13673.6774,13673.6774,
7/17/2024 9:55:00 PM,01APEC_G01,N,N,N,13947.1509,13947.1509,5883.6017,13947.1509,13947.1509,
7/17/2024 9:55:00 PM,01ARAYSOL_G01,N,N,N,13947.1509,13947.1509,7227.8025,13947.1509,13947.1509,
7/17/2024 9:55:00 PM,01ARAYSOL_G02,N,N,N,13947.1509,13947.1509,7227.8025,13947.1509,13947.1509,
7/17/2024 9:55:00 PM,01ARMSOL_G01,N,N,N,13966.2941,13966.2941,7240.9526,13966.2941,13966.2941,
7/17/2024 9:55:00 PM,01BAKSIP_G01,N,N,N,13862.3741,13862.3741,7280.7113,13862.3741,13862.3741,
7/17/2024 9:55:00 PM,01BAKUN_G01,N,N,N,13819.9857,13819.9857,7255.6245,13819.9857,13819.9857,
7/17/2024 9:55:00 PM,01BAKUN_SS,N,N,N,13821.3531,13821.3531,7140.2913,13821.3531,13821.3531,
7/17/2024 9:55:00 PM,01BALNEO_L01,N,N,N,13610.7784,13610.7784,7140.2913,13610.7784,13610.7784,
7/17/2024 9:55:00 PM,01BALNEO_L02,N,N,N,13610.7784,13610.7784,7140.2913,13610.7784,13610.7784,
